date,pair,direction,entry_time_utc,breakout_time_utc,entry_time_local,breakout_time_local,entry,entry_limit,sl,tp,rr,lot,risk_pips,reward_pips,risk_usd_est,reward_usd_est,risk_pct_balance_est,reward_pct_balance_est,retest_tol,retest_open,retest_high,retest_low,retest_close,limit_fillable,tags,h1_structure_trend,h1_fvg_type,h1_fvg_lower,h1_fvg_upper,h1_fvg_time_utc,h1_fvg_time_local,strength_bias_note,entry_line,exact_level
2026-02-01,BTCUSD,SELL,2026-02-01 15:10 UTC,2026-02-01 15:00 UTC,2026-02-01 10:10 UTC-5,2026-02-01 10:00 UTC-5,77820.7421875,77820.7421875,78768.35435267857,74977.9056919643,3.0,0.01,947.6121651785652,2842.8364955356956,9.476121651785652,28.428364955356955,9.11165543440928,27.33496630322784,0.0,77853.921875,77853.921875,77543.3984375,77543.3984375,True,"retest, H1-structure:RANGE",RANGE,,,,,,,"2026-02-01 BTCUSD SELL: 77820.74, TP 74977.91, SL 78768.35 (RR 1:3, lot 0.01)",True
2026-02-02,XAUUSD,SELL,2026-02-02 19:50 UTC,2026-02-02 18:00 UTC,2026-02-02 14:50 UTC-5,2026-02-02 13:00 UTC-5,4732.2998046875,4732.2998046875,4758.064069475447,4655.00701032366,3.0,0.01,257.6426478794656,772.9279436383968,25.76426478794656,77.29279436383968,24.773331526871694,74.31999458061507,0.0,4728.39990234375,4736.0,4707.5,4713.39990234375,True,"retest, engulfing, FVG@level, H1-structure:RANGE",RANGE,BEAR,4683.2998046875,5039.60009765625,2026-01-30 14:00 UTC,2026-01-30 09:00 UTC-5,,"2026-02-02 XAUUSD SELL: 4732.30, TP 4655.01, SL 4758.06 (RR 1:3, lot 0.01)",True
2026-02-03,AUDUSD,SELL,2026-02-03 02:00 UTC,2026-02-02 19:00 UTC,2026-02-02 21:00 UTC-5,2026-02-02 14:00 UTC-5,0.697836697101593,0.697836697101593,0.6996245511940548,0.6924731348242078,3.0,0.01,17.87854092461738,53.63562277385214,1.787854092461738,5.363562277385214,1.7190904735209018,5.157271420562706,0.0,0.6979827880859375,0.6979827880859375,0.6975932717323303,0.6975932717323303,True,"retest, FVG@level, H1-structure:RANGE",RANGE,BEAR,0.6949270367622375,0.7001820206642151,2026-01-30 14:00 UTC,2026-01-30 09:00 UTC-5,,"2026-02-03 AUDUSD SELL: 0.69784, TP 0.69247, SL 0.69962 (RR 1:3, lot 0.01)",True
2026-02-03,EURAUD,SELL,2026-02-03 03:30 UTC,2026-02-03 03:00 UTC,2026-02-02 22:30 UTC-5,2026-02-02 22:00 UTC-5,1.6902600526809692,1.6902600526809692,1.693977917943682,1.679106456892831,3.0,0.01,37.178652627127825,111.53595788138348,,,,,0.0,1.694350004196167,1.6945899724960327,1.686020016670227,1.6861499547958374,True,"retest, H1-structure:DOWN",DOWN,,,,,,,"2026-02-03 EURAUD SELL: 1.69026, TP 1.67911, SL 1.69398 (RR 1:3, lot 0.01)",True
2026-02-03,XAUUSD,BUY,2026-02-03 06:10 UTC,2026-02-03 06:00 UTC,2026-02-03 01:10 UTC-5,2026-02-03 01:00 UTC-5,4862.7001953125,4862.7001953125,4774.52880859375,5127.21435546875,3.0,0.01,881.7138671875,2645.1416015625,88.17138671875,264.51416015625,84.78017953725961,254.34053861177884,0.0,4849.89990234375,4871.39990234375,4847.10009765625,4865.2998046875,True,"retest, H1-structure:DOWN",DOWN,,,,,,,"2026-02-03 XAUUSD BUY: 4862.70, TP 5127.21, SL 4774.53 (RR 1:3, lot 0.01)",True
2026-02-03,EURUSD,SELL,2026-02-03 07:50 UTC,2026-02-02 19:00 UTC,2026-02-03 02:50 UTC-5,2026-02-02 14:00 UTC-5,1.1823126077651978,1.1823126077651978,1.183659553527832,1.178271770477295,3.0,0.01,13.469457626342773,40.40837287902832,1.3469457626342773,4.040837287902832,1.2951401563791127,3.8854204691373386,0.0,1.1824523210525513,1.1824523210525513,1.1823126077651978,1.1823126077651978,True,"retest, FVG@level, H1-structure:RANGE",RANGE,BEAR,1.1795234680175781,1.1907596588134766,2026-01-30 14:00 UTC,2026-01-30 09:00 UTC-5,,"2026-02-03 EURUSD SELL: 1.18231, TP 1.17827, SL 1.18366 (RR 1:3, lot 0.01)",True
2026-02-03,USDJPY,BUY,2026-02-03 09:10 UTC,2026-02-03 09:00 UTC,2026-02-03 04:10 UTC-5,2026-02-03 04:00 UTC-5,155.61900329589844,155.61900329589844,155.34236036028182,156.4489321027483,3.0,0.01,27.664293561662134,82.9928806849864,1.777693789045831,5.333081367137493,1.7093209510056069,5.12796285301682,0.0,155.5760040283203,155.6909942626953,155.56700134277344,155.66799926757812,True,"retest, H1-structure:DOWN",DOWN,,,,,,,"2026-02-03 USDJPY BUY: 155.619, TP 156.449, SL 155.342 (RR 1:3, lot 0.01)",True
2026-02-03,AUDUSD,SELL,2026-02-03 10:30 UTC,2026-02-03 10:00 UTC,2026-02-03 05:30 UTC-5,2026-02-03 05:00 UTC-5,0.7009181976318359,0.7009181976318359,0.7028173421110425,0.6952207641942162,3.0,0.01,18.991444792065824,56.974334376197476,1.8991444792065826,5.697433437619748,1.82610046077556,5.478301382326681,0.0,0.7010656595230103,0.7010656595230103,0.7007708549499512,0.7007708549499512,True,"retest, H1-structure:UP",UP,,,,,,,"2026-02-03 AUDUSD SELL: 0.70092, TP 0.69522, SL 0.70282 (RR 1:3, lot 0.01)",True
2026-02-03,EURAUD,BUY,2026-02-03 14:20 UTC,2026-02-03 14:00 UTC,2026-02-03 09:20 UTC-5,2026-02-03 09:00 UTC-5,1.684059977531433,1.684059977531433,1.6792642899921961,1.698447040149144,3.0,0.01,47.95687539236981,143.87062617710944,,,,,0.0,1.6837999820709229,1.684749960899353,1.6835999488830566,1.6845799684524536,True,"retest, H1-structure:RANGE",RANGE,,,,,,,"2026-02-03 EURAUD BUY: 1.68406, TP 1.69845, SL 1.67926 (RR 1:3, lot 0.01)",True
2026-02-03,BTCUSD,SELL,2026-02-03 17:40 UTC,2026-02-03 17:00 UTC,2026-02-03 12:40 UTC-5,2026-02-03 12:00 UTC-5,75453.3984375,75453.3984375,76494.37332589286,72330.47377232143,3.0,0.01,1040.974888392855,3122.924665178565,10.40974888392855,31.22924665178565,10.009373926854376,30.028121780563126,0.0,75460.203125,75460.203125,75145.5390625,75145.5390625,True,"retest, H1-structure:DOWN",DOWN,,,,,,,"2026-02-03 BTCUSD SELL: 75453.40, TP 72330.47, SL 76494.37 (RR 1:3, lot 0.01)",True
